skill_path,grade,score
plugins/saas-packs/documenso-pack/skills/documenso-ci-integration,A,93
plugins/saas-packs/documenso-pack/skills/documenso-common-errors,A,99
plugins/saas-packs/documenso-pack/skills/documenso-core-workflow-a,A,91
plugins/saas-packs/documenso-pack/skills/documenso-core-workflow-b,A,96
plugins/saas-packs/documenso-pack/skills/documenso-cost-tuning,A,97
plugins/saas-packs/documenso-pack/skills/documenso-data-handling,A,93
plugins/saas-packs/documenso-pack/skills/documenso-debug-bundle,A,96
plugins/saas-packs/documenso-pack/skills/documenso-deploy-integration,A,91
plugins/saas-packs/documenso-pack/skills/documenso-enterprise-rbac,A,96
plugins/saas-packs/documenso-pack/skills/documenso-hello-world,A,93
plugins/saas-packs/documenso-pack/skills/documenso-incident-runbook,A,96
plugins/saas-packs/documenso-pack/skills/documenso-install-auth,A,94
plugins/saas-packs/documenso-pack/skills/documenso-local-dev-loop,A,92
plugins/saas-packs/documenso-pack/skills/documenso-migration-deep-dive,A,95
plugins/saas-packs/documenso-pack/skills/documenso-multi-env-setup,A,92
plugins/saas-packs/documenso-pack/skills/documenso-observability,A,92
plugins/saas-packs/documenso-pack/skills/documenso-performance-tuning,A,91
plugins/saas-packs/documenso-pack/skills/documenso-prod-checklist,A,98
plugins/saas-packs/documenso-pack/skills/documenso-rate-limits,A,92
plugins/saas-packs/documenso-pack/skills/documenso-reference-architecture,A,95
plugins/saas-packs/documenso-pack/skills/documenso-sdk-patterns,B,89
plugins/saas-packs/documenso-pack/skills/documenso-security-basics,A,91
plugins/saas-packs/documenso-pack/skills/documenso-upgrade-migration,A,93
plugins/saas-packs/documenso-pack/skills/documenso-webhooks-events,A,93
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-ci-integration,A,93
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-common-errors,A,100
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-core-workflow-a,A,96
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-core-workflow-b,A,97
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-cost-tuning,A,98
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-debug-bundle,A,94
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-deploy-integration,A,97
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-hello-world,A,96
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-install-auth,A,93
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-local-dev-loop,A,96
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-performance-tuning,A,92
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-prod-checklist,A,98
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-rate-limits,A,97
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-reference-architecture,A,94
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-sdk-patterns,A,97
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-security-basics,A,92
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-upgrade-migration,A,96
plugins/saas-packs/elevenlabs-pack/skills/elevenlabs-webhooks-events,A,96
plugins/saas-packs/evernote-pack/skills/evernote-ci-integration,A,95
plugins/saas-packs/evernote-pack/skills/evernote-common-errors,A,95
plugins/saas-packs/evernote-pack/skills/evernote-core-workflow-a,A,94
plugins/saas-packs/evernote-pack/skills/evernote-core-workflow-b,A,97
plugins/saas-packs/evernote-pack/skills/evernote-cost-tuning,A,95
plugins/saas-packs/evernote-pack/skills/evernote-data-handling,A,94
plugins/saas-packs/evernote-pack/skills/evernote-debug-bundle,A,96
plugins/saas-packs/evernote-pack/skills/evernote-deploy-integration,A,94
plugins/saas-packs/evernote-pack/skills/evernote-enterprise-rbac,A,94
plugins/saas-packs/evernote-pack/skills/evernote-hello-world,A,94
plugins/saas-packs/evernote-pack/skills/evernote-incident-runbook,A,93
plugins/saas-packs/evernote-pack/skills/evernote-install-auth,A,97
plugins/saas-packs/evernote-pack/skills/evernote-local-dev-loop,A,93
plugins/saas-packs/evernote-pack/skills/evernote-migration-deep-dive,A,95
plugins/saas-packs/evernote-pack/skills/evernote-multi-env-setup,A,95
plugins/saas-packs/evernote-pack/skills/evernote-observability,A,97
plugins/saas-packs/evernote-pack/skills/evernote-performance-tuning,A,95
plugins/saas-packs/evernote-pack/skills/evernote-prod-checklist,A,95
plugins/saas-packs/evernote-pack/skills/evernote-rate-limits,A,95
plugins/saas-packs/evernote-pack/skills/evernote-reference-architecture,A,94
plugins/saas-packs/evernote-pack/skills/evernote-sdk-patterns,A,94
plugins/saas-packs/evernote-pack/skills/evernote-security-basics,A,96
plugins/saas-packs/evernote-pack/skills/evernote-upgrade-migration,A,94
plugins/saas-packs/evernote-pack/skills/evernote-webhooks-events,A,94
plugins/saas-packs/exa-pack/skills/exa-advanced-troubleshooting,A,97
plugins/saas-packs/exa-pack/skills/exa-architecture-variants,A,93
plugins/saas-packs/exa-pack/skills/exa-ci-integration,A,96
plugins/saas-packs/exa-pack/skills/exa-common-errors,A,93
plugins/saas-packs/exa-pack/skills/exa-core-workflow-a,A,94
plugins/saas-packs/exa-pack/skills/exa-core-workflow-b,A,96
plugins/saas-packs/exa-pack/skills/exa-cost-tuning,A,97
plugins/saas-packs/exa-pack/skills/exa-data-handling,A,97
plugins/saas-packs/exa-pack/skills/exa-debug-bundle,A,96
plugins/saas-packs/exa-pack/skills/exa-deploy-integration,A,96
plugins/saas-packs/exa-pack/skills/exa-enterprise-rbac,A,93
plugins/saas-packs/exa-pack/skills/exa-hello-world,A,97
plugins/saas-packs/exa-pack/skills/exa-incident-runbook,A,96
plugins/saas-packs/exa-pack/skills/exa-install-auth,A,96
plugins/saas-packs/exa-pack/skills/exa-known-pitfalls,A,93
plugins/saas-packs/exa-pack/skills/exa-load-scale,A,96
plugins/saas-packs/exa-pack/skills/exa-local-dev-loop,A,95
plugins/saas-packs/exa-pack/skills/exa-migration-deep-dive,A,96
plugins/saas-packs/exa-pack/skills/exa-multi-env-setup,A,96
plugins/saas-packs/exa-pack/skills/exa-observability,A,94
plugins/saas-packs/exa-pack/skills/exa-performance-tuning,A,96
plugins/saas-packs/exa-pack/skills/exa-policy-guardrails,A,94
plugins/saas-packs/exa-pack/skills/exa-prod-checklist,A,97
plugins/saas-packs/exa-pack/skills/exa-rate-limits,A,96
plugins/saas-packs/exa-pack/skills/exa-reference-architecture,A,95
plugins/saas-packs/exa-pack/skills/exa-reliability-patterns,A,94
plugins/saas-packs/exa-pack/skills/exa-sdk-patterns,A,97
plugins/saas-packs/exa-pack/skills/exa-security-basics,A,94
plugins/saas-packs/exa-pack/skills/exa-upgrade-migration,A,97
plugins/saas-packs/exa-pack/skills/exa-webhooks-events,A,96
plugins/saas-packs/fathom-pack/skills/fathom-ci-integration,A,91
plugins/saas-packs/fathom-pack/skills/fathom-common-errors,A,95
plugins/saas-packs/fathom-pack/skills/fathom-core-workflow-a,B,89
plugins/saas-packs/fathom-pack/skills/fathom-core-workflow-b,B,89
plugins/saas-packs/fathom-pack/skills/fathom-cost-tuning,B,89
plugins/saas-packs/fathom-pack/skills/fathom-debug-bundle,B,88
plugins/saas-packs/fathom-pack/skills/fathom-deploy-integration,B,89
plugins/saas-packs/fathom-pack/skills/fathom-hello-world,A,90
plugins/saas-packs/fathom-pack/skills/fathom-install-auth,A,93
plugins/saas-packs/fathom-pack/skills/fathom-local-dev-loop,A,94
plugins/saas-packs/fathom-pack/skills/fathom-performance-tuning,B,87
plugins/saas-packs/fathom-pack/skills/fathom-prod-checklist,B,86
plugins/saas-packs/fathom-pack/skills/fathom-rate-limits,B,86
plugins/saas-packs/fathom-pack/skills/fathom-reference-architecture,A,92
plugins/saas-packs/fathom-pack/skills/fathom-sdk-patterns,A,91
plugins/saas-packs/fathom-pack/skills/fathom-security-basics,A,90
plugins/saas-packs/fathom-pack/skills/fathom-upgrade-migration,B,85
plugins/saas-packs/fathom-pack/skills/fathom-webhooks-events,A,91
plugins/saas-packs/figma-pack/skills/figma-advanced-troubleshooting,A,95
plugins/saas-packs/figma-pack/skills/figma-architecture-variants,A,90
plugins/saas-packs/figma-pack/skills/figma-ci-integration,B,89
plugins/saas-packs/figma-pack/skills/figma-common-errors,A,91
plugins/saas-packs/figma-pack/skills/figma-core-workflow-a,A,90
plugins/saas-packs/figma-pack/skills/figma-core-workflow-b,B,88
plugins/saas-packs/figma-pack/skills/figma-cost-tuning,A,93
plugins/saas-packs/figma-pack/skills/figma-data-handling,A,90
plugins/saas-packs/figma-pack/skills/figma-debug-bundle,A,95
plugins/saas-packs/figma-pack/skills/figma-deploy-integration,A,92
plugins/saas-packs/figma-pack/skills/figma-enterprise-rbac,A,92
plugins/saas-packs/figma-pack/skills/figma-hello-world,A,90
plugins/saas-packs/figma-pack/skills/figma-incident-runbook,A,91
plugins/saas-packs/figma-pack/skills/figma-install-auth,A,93
plugins/saas-packs/figma-pack/skills/figma-known-pitfalls,A,93
plugins/saas-packs/figma-pack/skills/figma-load-scale,A,91
plugins/saas-packs/figma-pack/skills/figma-local-dev-loop,A,95
plugins/saas-packs/figma-pack/skills/figma-migration-deep-dive,A,90
plugins/saas-packs/figma-pack/skills/figma-multi-env-setup,A,91
plugins/saas-packs/figma-pack/skills/figma-observability,A,93
plugins/saas-packs/figma-pack/skills/figma-performance-tuning,A,90
plugins/saas-packs/figma-pack/skills/figma-policy-guardrails,A,93
plugins/saas-packs/figma-pack/skills/figma-prod-checklist,A,92
plugins/saas-packs/figma-pack/skills/figma-rate-limits,B,89
plugins/saas-packs/figma-pack/skills/figma-reference-architecture,A,92
plugins/saas-packs/figma-pack/skills/figma-reliability-patterns,A,90
plugins/saas-packs/figma-pack/skills/figma-sdk-patterns,A,90
plugins/saas-packs/figma-pack/skills/figma-security-basics,A,93
plugins/saas-packs/figma-pack/skills/figma-upgrade-migration,A,94
plugins/saas-packs/figma-pack/skills/figma-webhooks-events,A,92
plugins/saas-packs/finta-pack/skills/finta-ci-integration,A,90
plugins/saas-packs/finta-pack/skills/finta-common-errors,A,91
plugins/saas-packs/finta-pack/skills/finta-core-workflow-a,A,94
plugins/saas-packs/finta-pack/skills/finta-core-workflow-b,A,94
plugins/saas-packs/finta-pack/skills/finta-cost-tuning,B,88
plugins/saas-packs/finta-pack/skills/finta-debug-bundle,B,88
plugins/saas-packs/finta-pack/skills/finta-deploy-integration,A,91
plugins/saas-packs/finta-pack/skills/finta-hello-world,A,93
plugins/saas-packs/finta-pack/skills/finta-install-auth,A,94
plugins/saas-packs/finta-pack/skills/finta-local-dev-loop,A,91
plugins/saas-packs/finta-pack/skills/finta-performance-tuning,A,90
plugins/saas-packs/finta-pack/skills/finta-prod-checklist,B,88
plugins/saas-packs/finta-pack/skills/finta-rate-limits,B,86
plugins/saas-packs/finta-pack/skills/finta-reference-architecture,B,87
plugins/saas-packs/finta-pack/skills/finta-sdk-patterns,A,95
plugins/saas-packs/finta-pack/skills/finta-security-basics,A,92
plugins/saas-packs/finta-pack/skills/finta-upgrade-migration,B,87
plugins/saas-packs/finta-pack/skills/finta-webhooks-events,A,95
plugins/saas-packs/firecrawl-pack/skills/firecrawl-advanced-troubleshooting,A,98
plugins/saas-packs/firecrawl-pack/skills/firecrawl-architecture-variants,A,96
plugins/saas-packs/firecrawl-pack/skills/firecrawl-ci-integration,A,98
plugins/saas-packs/firecrawl-pack/skills/firecrawl-common-errors,A,98
plugins/saas-packs/firecrawl-pack/skills/firecrawl-core-workflow-a,A,99
plugins/saas-packs/firecrawl-pack/skills/firecrawl-core-workflow-b,A,97
plugins/saas-packs/firecrawl-pack/skills/firecrawl-cost-tuning,A,99
plugins/saas-packs/firecrawl-pack/skills/firecrawl-data-handling,A,97
plugins/saas-packs/firecrawl-pack/skills/firecrawl-debug-bundle,A,99
plugins/saas-packs/firecrawl-pack/skills/firecrawl-deploy-integration,A,97
plugins/saas-packs/firecrawl-pack/skills/firecrawl-enterprise-rbac,A,97
plugins/saas-packs/firecrawl-pack/skills/firecrawl-hello-world,A,100
plugins/saas-packs/firecrawl-pack/skills/firecrawl-incident-runbook,A,98
plugins/saas-packs/firecrawl-pack/skills/firecrawl-install-auth,A,97
plugins/saas-packs/firecrawl-pack/skills/firecrawl-known-pitfalls,A,99
plugins/saas-packs/firecrawl-pack/skills/firecrawl-load-scale,A,97
plugins/saas-packs/firecrawl-pack/skills/firecrawl-local-dev-loop,A,99
plugins/saas-packs/firecrawl-pack/skills/firecrawl-migration-deep-dive,A,98
plugins/saas-packs/firecrawl-pack/skills/firecrawl-multi-env-setup,A,99
plugins/saas-packs/firecrawl-pack/skills/firecrawl-observability,A,99
plugins/saas-packs/firecrawl-pack/skills/firecrawl-performance-tuning,A,98
plugins/saas-packs/firecrawl-pack/skills/firecrawl-policy-guardrails,A,99
plugins/saas-packs/firecrawl-pack/skills/firecrawl-prod-checklist,A,98
plugins/saas-packs/firecrawl-pack/skills/firecrawl-rate-limits,A,99
plugins/saas-packs/firecrawl-pack/skills/firecrawl-reference-architecture,A,96
plugins/saas-packs/firecrawl-pack/skills/firecrawl-reliability-patterns,A,96
plugins/saas-packs/firecrawl-pack/skills/firecrawl-sdk-patterns,A,100
plugins/saas-packs/firecrawl-pack/skills/firecrawl-security-basics,A,99
plugins/saas-packs/firecrawl-pack/skills/firecrawl-upgrade-migration,A,100
plugins/saas-packs/firecrawl-pack/skills/firecrawl-webhooks-events,A,98
plugins/saas-packs/fireflies-pack/skills/fireflies-ci-integration,A,98
plugins/saas-packs/fireflies-pack/skills/fireflies-common-errors,A,96
plugins/saas-packs/fireflies-pack/skills/fireflies-core-workflow-a,A,95
plugins/saas-packs/fireflies-pack/skills/fireflies-core-workflow-b,A,96
plugins/saas-packs/fireflies-pack/skills/fireflies-cost-tuning,A,98
plugins/saas-packs/fireflies-pack/skills/fireflies-data-handling,A,97
plugins/saas-packs/fireflies-pack/skills/fireflies-debug-bundle,A,95
plugins/saas-packs/fireflies-pack/skills/fireflies-deploy-integration,A,98
plugins/saas-packs/fireflies-pack/skills/fireflies-enterprise-rbac,A,96
plugins/saas-packs/fireflies-pack/skills/fireflies-hello-world,A,98
plugins/saas-packs/fireflies-pack/skills/fireflies-incident-runbook,A,96
plugins/saas-packs/fireflies-pack/skills/fireflies-install-auth,A,97
plugins/saas-packs/fireflies-pack/skills/fireflies-local-dev-loop,A,98
plugins/saas-packs/fireflies-pack/skills/fireflies-migration-deep-dive,A,94
plugins/saas-packs/fireflies-pack/skills/fireflies-multi-env-setup,A,98
plugins/saas-packs/fireflies-pack/skills/fireflies-observability,A,96
plugins/saas-packs/fireflies-pack/skills/fireflies-performance-tuning,A,98
plugins/saas-packs/fireflies-pack/skills/fireflies-prod-checklist,A,97
plugins/saas-packs/fireflies-pack/skills/fireflies-rate-limits,A,96
plugins/saas-packs/fireflies-pack/skills/fireflies-reference-architecture,A,96
plugins/saas-packs/fireflies-pack/skills/fireflies-sdk-patterns,A,96
plugins/saas-packs/fireflies-pack/skills/fireflies-security-basics,A,97
plugins/saas-packs/fireflies-pack/skills/fireflies-upgrade-migration,A,96
plugins/saas-packs/fireflies-pack/skills/fireflies-webhooks-events,A,93
plugins/saas-packs/flexport-pack/skills/flexport-ci-integration,B,89
plugins/saas-packs/flexport-pack/skills/flexport-common-errors,B,86
plugins/saas-packs/flexport-pack/skills/flexport-core-workflow-a,B,87
plugins/saas-packs/flexport-pack/skills/flexport-core-workflow-b,B,83
plugins/saas-packs/flexport-pack/skills/flexport-cost-tuning,B,85
plugins/saas-packs/flexport-pack/skills/flexport-data-handling,B,89
plugins/saas-packs/flexport-pack/skills/flexport-debug-bundle,B,87
plugins/saas-packs/flexport-pack/skills/flexport-deploy-integration,B,89
plugins/saas-packs/flexport-pack/skills/flexport-enterprise-rbac,B,84
plugins/saas-packs/flexport-pack/skills/flexport-hello-world,B,85
plugins/saas-packs/flexport-pack/skills/flexport-incident-runbook,B,88
plugins/saas-packs/flexport-pack/skills/flexport-install-auth,B,83
plugins/saas-packs/flexport-pack/skills/flexport-local-dev-loop,B,81
plugins/saas-packs/flexport-pack/skills/flexport-migration-deep-dive,B,82
plugins/saas-packs/flexport-pack/skills/flexport-multi-env-setup,B,83
plugins/saas-packs/flexport-pack/skills/flexport-observability,B,85
plugins/saas-packs/flexport-pack/skills/flexport-performance-tuning,B,82
plugins/saas-packs/flexport-pack/skills/flexport-prod-checklist,A,92
plugins/saas-packs/flexport-pack/skills/flexport-rate-limits,B,84
plugins/saas-packs/flexport-pack/skills/flexport-reference-architecture,A,90
plugins/saas-packs/flexport-pack/skills/flexport-sdk-patterns,B,85
plugins/saas-packs/flexport-pack/skills/flexport-security-basics,A,90
plugins/saas-packs/flexport-pack/skills/flexport-upgrade-migration,B,86
plugins/saas-packs/flexport-pack/skills/flexport-webhooks-events,B,82
plugins/saas-packs/flyio-pack/skills/flyio-ci-integration,A,91
plugins/saas-packs/flyio-pack/skills/flyio-common-errors,B,86
plugins/saas-packs/flyio-pack/skills/flyio-core-workflow-a,B,86
plugins/saas-packs/flyio-pack/skills/flyio-core-workflow-b,B,86
plugins/saas-packs/flyio-pack/skills/flyio-cost-tuning,B,84
plugins/saas-packs/flyio-pack/skills/flyio-debug-bundle,B,87
plugins/saas-packs/flyio-pack/skills/flyio-deploy-integration,B,88
plugins/saas-packs/flyio-pack/skills/flyio-hello-world,B,84
plugins/saas-packs/flyio-pack/skills/flyio-install-auth,B,85
plugins/saas-packs/flyio-pack/skills/flyio-local-dev-loop,B,87
plugins/saas-packs/flyio-pack/skills/flyio-performance-tuning,B,84
plugins/saas-packs/flyio-pack/skills/flyio-prod-checklist,B,89
plugins/saas-packs/flyio-pack/skills/flyio-rate-limits,B,84
plugins/saas-packs/flyio-pack/skills/flyio-reference-architecture,B,89
plugins/saas-packs/flyio-pack/skills/flyio-sdk-patterns,B,86
plugins/saas-packs/flyio-pack/skills/flyio-security-basics,A,90
plugins/saas-packs/flyio-pack/skills/flyio-upgrade-migration,B,84
plugins/saas-packs/flyio-pack/skills/flyio-webhooks-events,B,86
plugins/saas-packs/fondo-pack/skills/fondo-ci-integration,B,88
plugins/saas-packs/fondo-pack/skills/fondo-common-errors,A,90
plugins/saas-packs/fondo-pack/skills/fondo-core-workflow-a,A,91
plugins/saas-packs/fondo-pack/skills/fondo-core-workflow-b,A,94
plugins/saas-packs/fondo-pack/skills/fondo-cost-tuning,B,89
plugins/saas-packs/fondo-pack/skills/fondo-debug-bundle,B,86
plugins/saas-packs/fondo-pack/skills/fondo-deploy-integration,B,87
plugins/saas-packs/fondo-pack/skills/fondo-hello-world,B,88
plugins/saas-packs/fondo-pack/skills/fondo-install-auth,B,89
